Order Id,Company Id,Company Name,Date,Order Value,Converted
UNXX62CRDI51UNB8,HFU22DFBMDKNYGY1,Staggering Antipathy,2018-09-15,6708,0
WDE1VW2MCE8UIRC0,HFU22DFBMDKNYGY1,Staggering Antipathy,2015-06-21,6879,0
0BL6E5EOYKWUIA2U,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2016-10-19,9315,0
0MFA9GRILRIR3BCX,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2014-02-12,7971,0
5KVSO9ZUSN1960I0,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2018-02-21,6255,0
Y3MVB962L0ADZQX8,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2014-03-04,9737,0
EQSNWJ75KYBT66NM,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2015-02-24,1472,0
GKQ3HIX5598KXEEG,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2015-10-16,1698,0
MFQ0VC8M7LWTP30X,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2014-02-14,710,0
QRU8Y68S0SNF58IE,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2016-04-04,3036,0
YGSL9C30QDODUNLH,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2015-01-28,478,0
XHG3B5PNHQYQK9WC,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2014-10-20,3787,0
SXY5XSOKSUAJH671,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2017-01-11,1925,0
DUT98Y0V8JUKC18V,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2017-01-20,7372,0
TQQKMJFR4DCUGJJH,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2016-01-29,5749,0
UV20VVO9W4H7MFP7,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2014-10-09,8582,0
54DEBEEJA3XXDHJ9,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2016-10-29,7902,1
5O7DH051JDR7HMJS,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2015-05-14,1004,0
N69YLBXU3V8DBGBA,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2016-12-18,7147,1
6ZMNI6DG12CU45XQ,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2017-05-05,7155,1
8PFUN6VG5KXG3873,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2018-08-19,3961,0
43RN9PRSL977SSC3,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2014-03-18,1784,0
KR6M0I3UAIVHN7VR,OQ5UH3NITAE8WDR8,Iron-Shod Coronary,2018-06-26,5963,0
WHBQODBF8WNLG6FW,CAPKQADE27QZQZYT,Hatless Households,2016-09-16,6726,0
NSCN4Z6547JMT2A4,CAPKQADE27QZQZYT,Hatless Households,2017-10-29,2143,0
5S19QO9G1ZT5FBY9,CAPKQADE27QZQZYT,Hatless Households,2018-06-25,7236,0
HJTF8I8KDI5N3UIT,CAPKQADE27QZQZYT,Hatless Households,2016-09-15,9224,0
8R9S6T2P6PP1NTI6,CAPKQADE27QZQZYT,Hatless Households,2017-03-29,7711,1
46OXIGRAFXF5KSGP,CAPKQADE27QZQZYT,Hatless Households,2015-12-28,7903,0
1BONE8XO09BRSXSH,CAPKQADE27QZQZYT,Hatless Households,2015-02-16,5379,0
X3EUDVH8E4DIEMTA,CAPKQADE27QZQZYT,Hatless Households,2014-05-30,992,0
QYF6K3KM12RBS3RJ,CAPKQADE27QZQZYT,Hatless Households,2015-10-13,2828,0
TNNNRMLZWZC03L7G,CAPKQADE27QZQZYT,Hatless Households,2017-09-13,5273,0
2WK3IER0J7IWUBA8,CAPKQADE27QZQZYT,Hatless Households,2016-03-07,3589,0
UKKENYU00IE10Y0U,CAPKQADE27QZQZYT,Hatless Households,2015-08-28,7034,1
6ZTIHYOP5MU94S3B,CAPKQADE27QZQZYT,Hatless Households,2018-11-20,4087,0
ECIB0GE8HKAG9YYZ,CAPKQADE27QZQZYT,Hatless Households,2016-02-07,8025,0
NH37CEQOECZYH4RL,CAPKQADE27QZQZYT,Hatless Households,2018-11-25,9874,0
CCD3UKPAP4IYMQBW,CAPKQADE27QZQZYT,Hatless Households,2015-12-14,347,0
91WM5XVW5KGVUT0T,CAPKQADE27QZQZYT,Hatless Households,2017-12-09,7475,1
88QFOBKDHY0Q1KXX,CAPKQADE27QZQZYT,Hatless Households,2016-07-19,1859,0
RTZT8BA1BL91PDAM,CAPKQADE27QZQZYT,Hatless Households,2014-07-10,2024,0
2UFPZL696N5BXC8G,CAPKQADE27QZQZYT,Hatless Households,2017-02-13,5764,0
MG0UF1X0CG059Y2N,CAPKQADE27QZQZYT,Hatless Households,2014-01-27,3690,0
YNGHUV1QLHCNRSH2,3GD6KLXNL6ZX1GLG,Collosal B-52S,2017-03-13,6638,0
JSO8VN2HW7R2L2LB,3GD6KLXNL6ZX1GLG,Collosal B-52S,2016-12-08,1571,0
T81HV9H57YOFUKMG,3GD6KLXNL6ZX1GLG,Collosal B-52S,2015-11-12,2893,0
MXU73B961TUJ4JIW,3GD6KLXNL6ZX1GLG,Collosal B-52S,2015-11-23,1471,0
TOAYLQGE7VV13HVG,3GD6KLXNL6ZX1GLG,Collosal B-52S,2014-03-27,1183,1
5WIFK02F8SNIB2VM,3GD6KLXNL6ZX1GLG,Collosal B-52S,2018-07-02,7166,0
GX1F0OF0F5WNF104,3GD6KLXNL6ZX1GLG,Collosal B-52S,2015-09-08,829,0
4O66239KGRAXY3JA,3GD6KLXNL6ZX1GLG,Collosal B-52S,2016-06-19,266,0
8K5QRUXVMNP1I6KM,3GD6KLXNL6ZX1GLG,Collosal B-52S,2015-12-26,6596,0
CHQI8OKLKH58YS1B,3GD6KLXNL6ZX1GLG,Collosal B-52S,2017-05-31,1414,1
O6ZJYWQ3OOOR0GSI,3GD6KLXNL6ZX1GLG,Collosal B-52S,2018-04-08,6644,0
3ID1B572YPEEQ93A,3GD6KLXNL6ZX1GLG,Collosal B-52S,2017-11-06,9994,0
E840PO8S7FGE5Y9O,3GD6KLXNL6ZX1GLG,Collosal B-52S,2015-06-23,634,0
5JB9O9VPVA44C1O2,3GD6KLXNL6ZX1GLG,Collosal B-52S,2015-10-03,9603,0
OMHDKXMZP9T12KKJ,3GD6KLXNL6ZX1GLG,Collosal B-52S,2016-06-17,8568,0
9R7D3G0WGPUL9BRX,3GD6KLXNL6ZX1GLG,Collosal B-52S,2014-02-09,2097,0
K2D50P900XP9HO6E,3GD6KLXNL6ZX1GLG,Collosal B-52S,2016-12-24,298,1
VVQWWLRW4SFVHJFS,3GD6KLXNL6ZX1GLG,Collosal B-52S,2014-05-26,3052,0
U1P801E2XZOTLFD4,3GD6KLXNL6ZX1GLG,Collosal B-52S,2015-06-28,7584,0
GOYBUUSV6EH992X4,3GD6KLXNL6ZX1GLG,Collosal B-52S,2018-06-13,8537,0
460J7T1SZYPAGPIZ,3GD6KLXNL6ZX1GLG,Collosal B-52S,2016-03-28,1702,0
YRB48AGE77VTZ1VH,3GD6KLXNL6ZX1GLG,Collosal B-52S,2016-06-19,3271,1
NX96N0DMIYY0OXEW,3GD6KLXNL6ZX1GLG,Collosal B-52S,2018-04-14,9706,0
N0PPF062GKSJ2ZM5,3GD6KLXNL6ZX1GLG,Collosal B-52S,2018-06-15,2914,0
AXGVAY4CPPP46VHR,3GD6KLXNL6ZX1GLG,Collosal B-52S,2014-01-22,8964,0
1MW1OT160LXVGGGH,3GD6KLXNL6ZX1GLG,Collosal B-52S,2017-05-04,448,0
9C2N1MI48REJ2887,3GD6KLXNL6ZX1GLG,Collosal B-52S,2016-08-17,6356,0
CSOHL7NKHDDFH4Q1,3GD6KLXNL6ZX1GLG,Collosal B-52S,2017-01-10,726,0
23MRLK9NCMMI3BKV,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2014-11-09,1182,0
0CHJ2GSR0QJDM6M8,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2017-08-13,7809,0
P0TDH2THU3R1RHUT,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2017-08-02,4064,0
TJSJLGWRKRNJEE19,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2018-05-21,4655,0
WQJP7EF8OXRZ3KPM,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2016-04-04,3915,0
9OKTGGD7G5CUYQV8,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2018-07-08,2593,0
RMAJDKLTB25416YG,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2017-10-11,1099,0
UGDOE893A6JH82VW,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2016-11-19,2920,0
80NZK7M34Z85ZTFQ,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2018-08-25,5478,0
9UBXTLVEFNWAH9Z6,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2018-03-25,4817,1
DWM1VMC13JEUUGKE,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2018-01-29,5320,0
XIY3726B48FQWASC,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2014-12-28,4408,0
U5CAOIVVMX038YHM,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2017-01-12,816,1
L829SWA2WHXJQ3YZ,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2018-01-25,9748,0
HRSUE3A7SUB5XNTJ,YK0Z0SNLEV9ZLXUN,Unplowed Portwatchers',2016-02-01,5389,0
IO9IJJAW33UUFUQV,4W1889K6GM3S83D4,Occidental Supernatant,2015-02-05,1738,0
RNRLAFK9XYCLYRE7,4W1889K6GM3S83D4,Occidental Supernatant,2017-01-01,7434,0
B4BDP88EU0IULX8U,4W1889K6GM3S83D4,Occidental Supernatant,2014-04-12,4569,0
YWUDW8ZXLKRQXRGK,4W1889K6GM3S83D4,Occidental Supernatant,2016-01-29,1591,0
QSEHFENKZ1HSXR1O,4W1889K6GM3S83D4,Occidental Supernatant,2014-05-11,8060,1
VK4SP8VKNNNGAUUV,4W1889K6GM3S83D4,Occidental Supernatant,2014-08-16,4549,0
9FWU6RKTF5Q9NTXX,4W1889K6GM3S83D4,Occidental Supernatant,2017-11-04,7153,0
TKBNAAA25G9P3OUH,4W1889K6GM3S83D4,Occidental Supernatant,2018-08-26,3507,0
EAHCKOP69KFJPTAJ,4W1889K6GM3S83D4,Occidental Supernatant,2017-05-05,2283,0
CL8MV0GORF61EBVY,4W1889K6GM3S83D4,Occidental Supernatant,2017-06-11,2883,0
JKVA5D5XJLO782LN,4W1889K6GM3S83D4,Occidental Supernatant,2017-10-23,5766,0
VCWIJ5NWEBOHKI0S,4W1889K6GM3S83D4,Occidental Supernatant,2014-04-03,5113,1
P5JQULFXMMJ3YOJY,4W1889K6GM3S83D4,Occidental Supernatant,2015-02-16,1645,0
H08XD9NHRO74JYBL,4W1889K6GM3S83D4,Occidental Supernatant,2018-10-09,6794,0
LTB2L5L59ADGTVGP,4W1889K6GM3S83D4,Occidental Supernatant,2018-07-28,4545,0
SVJBVG5Z9VUY8NPG,4W1889K6GM3S83D4,Occidental Supernatant,2018-09-17,3649,0
13HMLWZ3A982X46V,4W1889K6GM3S83D4,Occidental Supernatant,2016-03-18,6951,0
VUJ1QFZ4SDUQW9SW,4W1889K6GM3S83D4,Occidental Supernatant,2015-03-26,3837,0
HYZ3BQ04ORLNWBR9,4W1889K6GM3S83D4,Occidental Supernatant,2018-06-06,8524,0
L6WBUKR6CPVUSBR3,4W1889K6GM3S83D4,Occidental Supernatant,2014-05-01,353,0
D5HQ8Q4DH0ZM29ID,4W1889K6GM3S83D4,Occidental Supernatant,2017-02-11,9895,0
3I0W5EYK784BFU2M,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2017-12-21,7497,0
DUK47MVXHJ7Q4CI3,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2016-06-08,4318,0
25B5XTXSL150QLWV,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2014-01-27,5226,0
HNTD1NA0I4MZFEEM,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2014-05-05,4119,0
N6SZSKY17CAAO4J7,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2016-11-21,7968,0
UIRMUX7D6D1MPYB4,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2018-03-13,4868,0
T2ROTAO2KQ23IZKE,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2014-02-16,7672,0
VKSQILN1P76AT8N6,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2018-05-03,3955,0
K6RJZULHS2XLCKM9,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2016-04-25,7313,0
QS7DIA6HSBPVQ9E1,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2016-01-12,5473,0
ZIPYMICGF2TDEOKT,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2017-07-03,8423,0
3SMFEGE8P7JMEFDY,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2018-08-12,4426,0
096EM0REU9MPYZEQ,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2016-12-07,6608,0
54LLQNQKVTRYK7NH,V2MLPVYGYIV2077D,Money-Hungry Fall-Off,2015-02-02,4946,0
XJE2AS2RMVP0ENDE,BCW2906XXHOBMI73,Contributory Researches,2014-07-21,935,0
YDBYLRFNS3WCUJ9K,BCW2906XXHOBMI73,Contributory Researches,2015-07-16,3554,0
DBDURF2P8MBWTOU9,BCW2906XXHOBMI73,Contributory Researches,2018-05-01,499,1
TJXTT6WZ1LW6OTDH,BCW2906XXHOBMI73,Contributory Researches,2018-06-14,6196,0
AQ5G33XD3C7ZF3UY,BCW2906XXHOBMI73,Contributory Researches,2016-08-06,5094,0
CCFURVU5Y5H7WXO8,BCW2906XXHOBMI73,Contributory Researches,2018-12-24,310,0
OZ9VEI4WQDK0AQ81,BCW2906XXHOBMI73,Contributory Researches,2014-12-27,3711,0
3CUXGRFPA4544ZQ7,BCW2906XXHOBMI73,Contributory Researches,2016-06-11,8122,0
KY9GYPV97CRSDAZ9,BCW2906XXHOBMI73,Contributory Researches,2017-02-24,5821,1
AXODRKCJTIX1J2L1,BCW2906XXHOBMI73,Contributory Researches,2016-02-07,3435,0
ADKOTF3L4W8BGW67,BCW2906XXHOBMI73,Contributory Researches,2014-03-24,1343,1
CSE5TWSR3VCOWAAB,BCW2906XXHOBMI73,Contributory Researches,2017-06-15,8090,0
68V4AGQRRK8EQSIK,BCW2906XXHOBMI73,Contributory Researches,2014-03-07,7111,0
KKLW62CKE65YZVZY,BCW2906XXHOBMI73,Contributory Researches,2018-05-27,8264,0
VPEHQ3YRH57F9PRV,BCW2906XXHOBMI73,Contributory Researches,2014-12-20,3714,0
ZVTWY2RHPYXJY05Z,BCW2906XXHOBMI73,Contributory Researches,2015-10-13,4893,0
VQUP8SX15DKHBMXC,BCW2906XXHOBMI73,Contributory Researches,2014-05-07,8745,0
GPICEJUY9HH2QI5D,BCW2906XXHOBMI73,Contributory Researches,2015-07-06,143,1
EHYTNHG0Z5FSPVRV,BCW2906XXHOBMI73,Contributory Researches,2015-09-11,7714,1
S1759GS5XBHZU8Z2,BCW2906XXHOBMI73,Contributory Researches,2016-04-30,8585,0
AK0N6YH6V68PIM4K,BCW2906XXHOBMI73,Contributory Researches,2017-12-30,5156,0
IED3OKA3NKHY989E,BCW2906XXHOBMI73,Contributory Researches,2016-02-23,2837,0
VBUZDE0ODK53YM31,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2018-02-02,2550,0
YQ88B0YT0SF2TW6N,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2016-10-28,9923,0
7TW28DK3QNYVS8JF,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2015-07-23,1317,0
7KECRMKW031RD3UI,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2014-08-30,7283,0
6CIYO9MXDO66N2IM,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2015-11-18,8963,0
BOAE0UELJJGJZGN9,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2018-02-07,8862,0
S5YC7CUXTUZ084BQ,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2014-06-06,352,0
5JLS2FQ4XMFFDZCP,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2018-01-16,1057,1
75NX9ZBS5NUF579Q,WHBFK77QZS65XVO4,Gelatin-Like Delineation,2017-08-07,4444,0
0DMJNEIKU8BXXF5Y,EI5JQ0Z1MQXRFEOS,Educational Hewett,2015-04-22,7504,0
BPQYUH98TWZU0C04,EI5JQ0Z1MQXRFEOS,Educational Hewett,2018-08-11,8040,0
7BQSXTE39K6RUKNP,EI5JQ0Z1MQXRFEOS,Educational Hewett,2015-10-17,8876,0
04U8KCI83XD5Y2VW,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-07-28,3182,0
OBJO5R4I25S50RWY,EI5JQ0Z1MQXRFEOS,Educational Hewett,2018-01-16,1968,0
394FP5MEIBJZ491Z,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-07-07,1269,0
QBZ1WJLR9YUFTBQ0,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-12-04,3331,1
UZNO8JWW5L39P2BJ,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-04-23,508,0
WP85XCY4D65HOLML,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-11-27,3155,0
VXJNE728RI8KNIRQ,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-01-11,3741,0
OK84DG6FV56P48EQ,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-10-26,1418,0
EOM0POXT5SYXSVO6,EI5JQ0Z1MQXRFEOS,Educational Hewett,2017-11-22,2939,0
ICLUUQVGPQSEYOTA,EI5JQ0Z1MQXRFEOS,Educational Hewett,2014-09-09,3482,1
L04O732JA1C4HUD6,EI5JQ0Z1MQXRFEOS,Educational Hewett,2017-11-14,3380,0
PMKDH9GO29F013JX,EI5JQ0Z1MQXRFEOS,Educational Hewett,2018-11-20,4961,0
FG84E8G789AE4S32,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-02-23,5341,0
1UWNHUUBQHTPWGBJ,EI5JQ0Z1MQXRFEOS,Educational Hewett,2017-12-29,9579,0
9UXIIGTYC3J82CDU,EI5JQ0Z1MQXRFEOS,Educational Hewett,2016-10-31,6776,0
1OJL1XS4RSAQUF7U,EI5JQ0Z1MQXRFEOS,Educational Hewett,2014-09-13,9929,0
89ZTTTHRYJ8SCV4T,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2018-03-22,6139,0
LCUYM0EQRVAX4LJS,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2016-04-27,8240,0
40D6LEHKRY2YNK9S,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2017-04-07,1986,1
H5H1UW1XH2Z2AO8Z,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2018-08-13,1170,0
P4O636D7BWV34V4D,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2014-03-02,8385,0
WNADI2IY1GOW51S8,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2017-06-19,4063,0
B0LVP1Y3A7F3CMBX,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2014-06-12,8869,1
DM1W9T4ROHG97JN9,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2017-09-22,6100,0
4KJJ6BJAT70NVAL6,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2016-05-13,4615,0
CF5AN84715OG9VY3,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2015-06-14,3858,0
TXIQ1ZKXU1AL7TJA,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2015-01-09,971,0
GH7JA3CN5O7MCWE8,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2016-05-23,4710,0
RUPJ70NCQ7FTGB3P,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2014-03-27,9598,0
0B81YVI7357KZJU5,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2016-02-11,4128,0
37J6KOYH02AV2X7J,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2015-06-24,8517,0
O0FWM9JYWJ9G5BXO,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2018-12-07,6932,0
D3SSI6YL9RKC22TF,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2016-03-01,4800,0
BXS1LEBKBZ0S48QJ,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2015-09-27,5407,0
LYGPHCNINN372241,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2015-01-29,4499,0
481G8MGHEEUSOSUC,LQ8TDIHO8SO50IMH,Unheeding Existentialists,2018-10-26,4232,0
QSZKOCCC0WDQKFW3,8N1AEXAA6XC40O47,Itinerant Taxicab,2018-11-23,4943,0
G04N5MWZCB17XNAK,8N1AEXAA6XC40O47,Itinerant Taxicab,2015-09-27,3131,0
6SO6F5VHJDLQYMZS,8N1AEXAA6XC40O47,Itinerant Taxicab,2018-10-02,4157,0
ANQISXJID60MO73N,8N1AEXAA6XC40O47,Itinerant Taxicab,2014-03-18,4327,1
5008DZYAU4BRSRPL,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-07-14,9787,0
WB3IH8QEBQ194LI2,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-03-27,2739,1
6PY6864L95KDRQ53,8N1AEXAA6XC40O47,Itinerant Taxicab,2018-08-17,122,0
Z23267D74QEH0H9E,8N1AEXAA6XC40O47,Itinerant Taxicab,2015-02-27,3330,0
MFF9H8QBLGE1IVTL,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-02-19,830,0
KJZ0F0HGZILTQQD0,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-01-25,626,0
S8TMEB2FE9MZ27XK,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-03-13,2765,0
L713Y8X48TMT87XV,8N1AEXAA6XC40O47,Itinerant Taxicab,2018-10-16,3554,1
YSUX5N0MA3YJNGW8,8N1AEXAA6XC40O47,Itinerant Taxicab,2016-07-29,4896,0
YUF6WD8H5T4DAETN,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-11-23,1701,0
M79NG3NY95IW2EJ9,8N1AEXAA6XC40O47,Itinerant Taxicab,2014-03-18,6710,0
JVDO35FVO1P066XD,8N1AEXAA6XC40O47,Itinerant Taxicab,2015-09-15,5173,0
P6H7HOF32AOR1Q1C,8N1AEXAA6XC40O47,Itinerant Taxicab,2018-11-30,6349,0
UOE941B3PEV74R8F,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-09-13,7444,0
3UNZIYIRM6YWREIS,8N1AEXAA6XC40O47,Itinerant Taxicab,2016-06-29,6097,0
KZ6J9H03OYFY8ED5,8N1AEXAA6XC40O47,Itinerant Taxicab,2014-03-28,9450,0
O2028X91VUGSU14S,8N1AEXAA6XC40O47,Itinerant Taxicab,2017-02-28,3496,0
IEXX7YFRO1GYVQF5,Q8ZCVCZRB3C5X5PU,Redder Floridian,2014-09-17,4896,0
P4FAB1O5B6HRPSMB,Q8ZCVCZRB3C5X5PU,Redder Floridian,2018-10-27,4535,1
VLQ4EQ3H4E3ZXA54,Q8ZCVCZRB3C5X5PU,Redder Floridian,2016-01-04,3552,0
I83SCYRE00A0VRXH,Q8ZCVCZRB3C5X5PU,Redder Floridian,2017-06-06,7806,1
8V4OA56I96B99Y4E,Q8ZCVCZRB3C5X5PU,Redder Floridian,2017-07-02,6970,0
A8KXE60355C85TYX,Q8ZCVCZRB3C5X5PU,Redder Floridian,2016-03-09,7800,0
KIDDR3P04AP1969T,Q8ZCVCZRB3C5X5PU,Redder Floridian,2016-03-31,2215,1
SJLN4YVOXG9N1XOM,Q8ZCVCZRB3C5X5PU,Redder Floridian,2018-01-28,7346,1
62WVEJ0WA0GSV80U,Q8ZCVCZRB3C5X5PU,Redder Floridian,2018-04-06,7217,1
V6SDEOLR162X1VGD,Q8ZCVCZRB3C5X5PU,Redder Floridian,2018-01-25,4780,0
NT4W0QKC53EOAJ7U,Q8ZCVCZRB3C5X5PU,Redder Floridian,2016-07-17,4962,0
RMOQC2AS7O2O4NB8,Q8ZCVCZRB3C5X5PU,Redder Floridian,2017-03-30,6189,0
L2VJFFBK14A2V8E1,Q8ZCVCZRB3C5X5PU,Redder Floridian,2017-02-21,4910,1
UKJU0FK9M4QZ7X51,Q8ZCVCZRB3C5X5PU,Redder Floridian,2016-08-18,9602,0
VKY1XWW2U0GVIYNY,Q8ZCVCZRB3C5X5PU,Redder Floridian,2018-09-20,2034,0
8X9TE4KD4XMGQTPE,Q8ZCVCZRB3C5X5PU,Redder Floridian,2014-06-05,237,0
JQV7CKAOWJ386EST,Q8ZCVCZRB3C5X5PU,Redder Floridian,2018-08-11,4238,0
SYC9E8L7JXS8DNLS,Q8ZCVCZRB3C5X5PU,Redder Floridian,2016-10-04,6263,1
IA38K1NMJ3RQYCA2,Q8ZCVCZRB3C5X5PU,Redder Floridian,2015-05-03,7699,1
5PWHYJ6ML2YI0AAO,Q8ZCVCZRB3C5X5PU,Redder Floridian,2018-09-28,1432,0
76AXCS83SSUS4F6T,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2017-03-01,2152,0
3BPAOEVJ32PUAL9K,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2017-04-26,3398,0
M09UFIYFGHWP695V,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2018-09-28,6660,0
5SPJ95SG2BAAUNE5,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2014-01-16,669,0
KVKLLRCE0O15H2A4,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2014-08-06,5192,0
YAGC9NZSRFQ2UAWE,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2014-02-13,9442,0
Y4I6YV5CV9DOPACI,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2018-03-16,3733,0
56A1SEDO7IWSNHRO,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2016-04-09,2695,0
EEHZV0T0H2PUDXK4,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2016-01-21,7371,0
72MU4ENHEPWVIYQL,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2015-09-23,6758,0
GHKEW971SD0FV4LZ,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2018-08-19,9678,0
UVTLHHAREUP2CC67,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2017-05-12,2917,0
B8TUEEIXCND0WAUA,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2017-09-18,5289,0
02YQYP6BIVHD7A1C,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2014-06-05,7174,0
7OZDE05H5YXIYCDY,VISYYIBPFMBIBP9I,Sandy Kunkel'S,2014-03-13,9469,0
KB47DF15RT67VM36,B4V2Y85S835HJOAF,Pre-Legislative Confusions,2016-05-14,4369,1
9K9V42K5VJ9Z8PDU,B4V2Y85S835HJOAF,Pre-Legislative Confusions,2014-05-18,567,1
YQVQE2H0Z7X264JX,B4V2Y85S835HJOAF,Pre-Legislative Confusions,2018-09-13,3224,0
X5E3NZOV0HXO2X5P,B4V2Y85S835HJOAF,Pre-Legislative Confusions,2018-07-10,1184,0
S0K7RF64VRVQSZK2,B4V2Y85S835HJOAF,Pre-Legislative Confusions,2017-12-11,3529,0
I3QNPMXP2CYPZ6JO,B4V2Y85S835HJOAF,Pre-Legislative Confusions,2018-01-12,5951,0
2ZA9KD7GVCDH7NZB,B4V2Y85S835HJOAF,Pre-Legislative Confusions,2016-12-17,4449,0
